No.     Time           Source                Destination           Protocol Length Info
   2647 82.009954      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2648 82.013197      172.16.20.51          120.24.48.119         TCP      66     42773 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20276052 TSecr=3846301559
   2649 82.337778      172.16.20.51          120.24.48.119         TCP      74     47136 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20276085 TSecr=0 WS=64
   2650 82.356820      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 47136 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846301902 TSecr=20276085 WS=128
   2651 82.358328      172.16.20.51          120.24.48.119         TCP      66     47136 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20276087 TSecr=3846301902
   2652 82.387667      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2653 82.407496      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 47136 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846301952 TSecr=20276089
   2654 82.409611      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2655 82.409614      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
   2656 82.411262      172.16.20.51          120.24.48.119         TCP      66     47136 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20276092 TSecr=3846301954
   2657 82.411269      172.16.20.51          120.24.48.119         TCP      66     47136 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20276092 TSecr=3846301954
   2658 82.427643      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   2659 82.447699      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   2660 82.456791      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
   2661 82.476624      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
   2662 82.476626      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
   2663 82.487489      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2664 82.490907      172.16.20.51          120.24.48.119         TCP      66     47136 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20276100 TSecr=3846302021
   2665 82.812937      172.16.20.51          120.24.48.119         TCP      74     43897 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20276132 TSecr=0 WS=64
   2666 82.831843      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 43897 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846302377 TSecr=20276132 WS=128
   2667 82.834479      172.16.20.51          120.24.48.119         TCP      66     43897 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20276134 TSecr=3846302377
   2668 82.854165      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2669 82.873561      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 43897 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846302418 TSecr=20276136
   2670 82.875566      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2671 82.875569      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
   2672 82.884817      172.16.20.51          120.24.48.119         TCP      66     43897 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20276139 TSecr=3846302419
   2673 82.884822      172.16.20.51          120.24.48.119         TCP      66     43897 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20276139 TSecr=3846302419
   2674 82.918811      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   2675 82.938416      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   2676 82.941633      172.16.20.51          120.24.48.119         TCP      66     43897 → sgcp(440) [ACK] Seq=349 Ack=1785 Win=93440 Len=0 TSval=20276145 TSecr=3846302483
   2677 82.943361      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
   2678 82.962612      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
   2679 82.962619      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
   2680 82.968114      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2681 82.968145      172.16.20.51          120.24.48.119         TCP      66     43897 → sgcp(440) [FIN, ACK] Seq=532 Ack=2659 Win=96320 Len=0 TSval=20276148 TSecr=3846302507
   2682 82.968223      172.16.20.51          120.24.48.119         TCP      54     43897 → sgcp(440) [RST] Seq=501 Win=0 Len=0
   2683 82.986680      120.24.48.119         172.16.20.51          TCP      60     sgcp(440) → 43897 [RST] Seq=2659 Win=0 Len=0
   2684 82.987095      120.24.48.119         172.16.20.51          TCP      60     sgcp(440) → 43897 [RST] Seq=2659 Win=0 Len=0
   2685 83.280572      172.16.20.51          120.24.48.119         TCP      74     47901 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20276179 TSecr=0 WS=64
   2686 83.294044      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 47901 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846302844 TSecr=20276179 WS=128
   2687 83.295857      172.16.20.51          120.24.48.119         TCP      66     47901 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20276181 TSecr=3846302844
   2688 83.298016      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2689 83.312452      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 47901 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846302863 TSecr=20276181
   2690 83.314445      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2691 83.314447      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
   2692 83.317226      172.16.20.51          120.24.48.119         TCP      66     47901 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20276183 TSecr=3846302864
   2693 83.317358      172.16.20.51          120.24.48.119         TCP      66     47901 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20276183 TSecr=3846302864
   2694 83.347319      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   2695 83.361393      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   2696 83.367811      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
   2697 83.381407      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
   2698 83.382383      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
   2699 83.384402      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2700 83.389737      172.16.20.51          120.24.48.119         TCP      66     47901 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20276190 TSecr=3846302931
   2701 83.841201      172.16.20.51          120.24.48.119         TCP      74     43294 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20276235 TSecr=0 WS=64
   2702 83.856065      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 43294 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846303406 TSecr=20276235 WS=128
   2703 83.857817      172.16.20.51          120.24.48.119         TCP      66     43294 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20276237 TSecr=3846303406
   2704 83.875617      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2705 83.891144      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 43294 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846303440 TSecr=20276239
   2706 83.892453      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2707 83.892456      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
   2708 83.893855      172.16.20.51          120.24.48.119         TCP      66     43294 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20276240 TSecr=3846303442
   2709 83.893918      172.16.20.51          120.24.48.119         TCP      66     43294 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20276240 TSecr=3846303442
   2710 83.921082      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   2711 83.937829      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   2712 83.957976      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
   2713 83.974291      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
   2714 83.974293      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
   2715 83.981945      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2716 83.990416      172.16.20.51          120.24.48.119         TCP      66     43294 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20276250 TSecr=3846303522
   2717 84.331143      172.16.20.51          120.24.48.119         TCP      74     46872 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20276283 TSecr=0 WS=64
   2718 84.346194      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 46872 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846303896 TSecr=20276283 WS=128
   2719 84.354550      172.16.20.51          120.24.48.119         TCP      66     46872 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20276286 TSecr=3846303896
   2720 84.357885      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2721 84.373757      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 46872 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846303922 TSecr=20276287
   2722 84.376293      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2723 84.376297      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
   2724 84.377761      172.16.20.51          120.24.48.119         TCP      66     46872 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20276289 TSecr=3846303924
   2725 84.378239      172.16.20.51          120.24.48.119         TCP      66     46872 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20276289 TSecr=3846303924
   2726 84.422586      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   2727 84.438916      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   2728 84.489601      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
   2729 84.505497      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
   2730 84.505501      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
   2731 84.508532      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2732 84.510650      172.16.20.51          120.24.48.119         TCP      66     46872 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20276302 TSecr=3846304054
   2733 84.866638      172.16.20.51          120.24.48.119         TCP      74     34843 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20276337 TSecr=0 WS=64
   2734 84.885656      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 34843 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846304431 TSecr=20276337 WS=128
   2735 84.888702      172.16.20.51          120.24.48.119         TCP      66     34843 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20276340 TSecr=3846304431
   2736 84.908110      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2737 84.927438      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 34843 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846304472 TSecr=20276342
   2738 84.930012      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2739 84.930016      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
   2740 84.931651      172.16.20.51          120.24.48.119         TCP      66     34843 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20276344 TSecr=3846304474
   2741 84.931652      172.16.20.51          120.24.48.119         TCP      66     34843 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20276344 TSecr=3846304474
   2742 84.948044      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   2743 84.968373      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   2744 84.971994      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
   2745 84.991681      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
   2746 84.991689      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
   2747 84.994142      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2748 84.999813      172.16.20.51          120.24.48.119         TCP      66     34843 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20276351 TSecr=3846304536
   2749 85.366620      172.16.20.51          120.24.48.119         TCP      74     36399 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20276387 TSecr=0 WS=64
   2750 85.381518      120.24.48.119         172.16.20.51          TCP      66     [TCP ACKed unseen segment] sgcp(440) → 36399 [ACK] Seq=1 Ack=4706349 Win=31104 Len=0 TSval=3846304930 TSecr=20269652
   2751 85.381579      172.16.20.51          120.24.48.119         TCP      54     36399 → sgcp(440) [RST] Seq=4706349 Win=0 Len=0
   2752 86.385854      172.16.20.51          120.24.48.119         TCP      74     [TCP Retransmission] 36399 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20276488 TSecr=0 WS=64
   2753 86.403963      120.24.48.119         172.16.20.51          TCP      74     [TCP Retransmission] [TCP Port numbers reused] sgcp(440) → 36399 [SYN, ACK] Seq=2602429922 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846305949 TSecr=20276488 WS=128
   2754 86.405122      172.16.20.51          120.24.48.119         TCP      66     36399 → sgcp(440) [ACK] Seq=1 Ack=2602429923 Win=87616 Len=0 TSval=20276492 TSecr=3846305949
   2755 86.408755      172.16.20.51          120.24.48.119         TCP      288    [TCP Retransmission] 36399 → sgcp(440) [PSH, ACK] Seq=1 Ack=2602429923 Win=87616 Len=222 TSval=20276492 TSecr=3846305949
   2756 86.429016      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 36399 [ACK] Seq=2602429923 Ack=223 Win=30080 Len=0 TSval=3846305973 TSecr=20276492
   2757 86.430205      120.24.48.119         172.16.20.51          TCP      1514   [TCP Retransmission] sgcp(440) → 36399 [ACK] Seq=2602429923 Ack=223 Win=30080 Len=1448 TSval=3846305974 TSecr=20276492
   2758 86.430208      120.24.48.119         172.16.20.51          TCP      351    [TCP Retransmission] sgcp(440) → 36399 [PSH, ACK] Seq=2602431371 Ack=223 Win=30080 Len=285 TSval=3846305974 TSecr=20276492
   2759 86.434882      172.16.20.51          120.24.48.119         TCP      66     36399 → sgcp(440) [ACK] Seq=223 Ack=2602431371 Win=90496 Len=0 TSval=20276494 TSecr=3846305974
   2760 86.434887      172.16.20.51          120.24.48.119         TCP      66     36399 → sgcp(440) [ACK] Seq=223 Ack=2602431656 Win=93440 Len=0 TSval=20276495 TSecr=3846305974
   2761 86.470951      172.16.20.51          120.24.48.119         TCP      192    [TCP Retransmission] 36399 → sgcp(440) [PSH, ACK] Seq=223 Ack=2602431656 Win=93440 Len=126 TSval=20276498 TSecr=3846305974
   2762 86.489280      120.24.48.119         172.16.20.51          TCP      117    [TCP Retransmission] sgcp(440) → 36399 [PSH, ACK] Seq=2602431656 Ack=349 Win=30080 Len=51 TSval=3846306035 TSecr=20276498
   2763 86.497405      172.16.20.51          120.24.48.119         TCP      218    [TCP Retransmission] 36399 → sgcp(440) [PSH, ACK] Seq=349 Ack=2602431707 Win=93440 Len=152 TSval=20276501 TSecr=3846306035
   2764 86.516574      120.24.48.119         172.16.20.51          TCP      940    [TCP Retransmission] sgcp(440) → 36399 [PSH, ACK] Seq=2602431707 Ack=501 Win=31104 Len=874 TSval=3846306061 TSecr=20276501
   2765 86.516576      120.24.48.119         172.16.20.51          TCP      97     [TCP Retransmission] sgcp(440) → 36399 [FIN, PSH, ACK] Seq=2602432581 Ack=501 Win=31104 Len=31 TSval=3846306061 TSecr=20276501
   2766 86.521103      172.16.20.51          120.24.48.119         TCP      97     [TCP Retransmission] 36399 → sgcp(440) [PSH, ACK] Seq=501 Ack=2602432613 Win=96320 Len=31 TSval=20276503 TSecr=3846306061
   2767 86.530138      172.16.20.51          120.24.48.119         TCP      66     36399 → sgcp(440) [RST, ACK] Seq=532 Ack=2602432613 Win=96320 Len=0 TSval=20276504 TSecr=3846306061
   2768 86.893889      172.16.20.51          120.24.48.119         TCP      74     47642 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20276540 TSecr=0 WS=64
   2769 86.908312      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 47642 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846306458 TSecr=20276540 WS=128
   2770 86.913966      172.16.20.51          120.24.48.119         TCP      66     47642 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20276542 TSecr=3846306458
   2771 86.946624      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2772 86.962470      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 47642 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846306511 TSecr=20276546
   2773 86.963610      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2774 86.963615      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
   2775 86.965749      172.16.20.51          120.24.48.119         TCP      66     47642 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20276548 TSecr=3846306513
   2776 86.965755      172.16.20.51          120.24.48.119         TCP      66     47642 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20276548 TSecr=3846306513
   2777 86.981294      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   2778 86.996262      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   2779 87.036988      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
   2780 87.052362      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
   2781 87.054270      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
   2782 87.055787      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2783 87.058077      172.16.20.51          120.24.48.119         TCP      66     47642 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20276557 TSecr=3846306603
   2784 87.418480      172.16.20.51          120.24.48.119         TCP      74     48139 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20276592 TSecr=0 WS=64
   2785 87.436143      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 48139 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846306982 TSecr=20276592 WS=128
   2786 87.457706      172.16.20.51          120.24.48.119         TCP      66     48139 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20276596 TSecr=3846306982
   2787 87.469935      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2788 87.488435      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 48139 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846307033 TSecr=20276598
   2789 87.490606      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2790 87.490608      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
   2791 87.532520      172.16.20.51          120.24.48.119         TCP      66     48139 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20276604 TSecr=3846307035
   2792 87.534031      172.16.20.51          120.24.48.119         TCP      66     48139 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20276604 TSecr=3846307035
   2793 87.565485      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   2794 87.585354      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   2795 87.593016      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
   2796 87.611285      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
   2797 87.611288      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
   2798 87.642658      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2799 87.652533      172.16.20.51          120.24.48.119         TCP      66     48139 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20276616 TSecr=3846307156
   2800 88.007768      172.16.20.51          120.24.48.119         TCP      74     48767 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20276652 TSecr=0 WS=64
   2801 88.031772      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 48767 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846307577 TSecr=20276652 WS=128
   2802 88.039749      172.16.20.51          120.24.48.119         TCP      66     48767 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20276655 TSecr=3846307577
   2803 88.061372      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2804 88.085079      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 48767 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846307630 TSecr=20276657
   2805 88.087405      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2806 88.087407      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
   2807 88.096167      172.16.20.51          120.24.48.119         TCP      66     48767 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20276661 TSecr=3846307632
   2808 88.096294      172.16.20.51          120.24.48.119         TCP      66     48767 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20276661 TSecr=3846307632
   2809 88.110957      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   2810 88.135499      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   2811 88.150944      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
   2812 88.175395      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
   2813 88.175397      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
   2814 88.181459      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2815 88.196730      172.16.20.51          120.24.48.119         TCP      66     48767 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20276671 TSecr=3846307720
   2816 88.537627      172.16.20.51          120.24.48.119         TCP      74     48493 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20276705 TSecr=0 WS=64
   2817 88.552440      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 48493 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846308102 TSecr=20276705 WS=128
   2818 88.553815      172.16.20.51          120.24.48.119         TCP      66     48493 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20276706 TSecr=3846308102
   2819 88.572048      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2820 88.588302      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 48493 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846308136 TSecr=20276708
   2821 88.589461      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2822 88.589465      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
   2823 88.604528      172.16.20.51          120.24.48.119         TCP      66     48493 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20276711 TSecr=3846308138
   2824 88.605058      172.16.20.51          120.24.48.119         TCP      66     48493 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20276712 TSecr=3846308138
   2825 88.659310      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   2826 88.675806      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   2827 88.688321      172.16.20.51          120.24.48.119         TCP      66     48493 → sgcp(440) [ACK] Seq=349 Ack=1785 Win=93440 Len=0 TSval=20276719 TSecr=3846308224
   2828 88.688322      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
   2829 88.703961      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
   2830 88.703963      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
   2831 88.725442      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2832 88.728410      172.16.20.51          120.24.48.119         TCP      66     48493 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20276724 TSecr=3846308253
   2833 89.061348      172.16.20.51          120.24.48.119         TCP      74     36212 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20276757 TSecr=0 WS=64
   2834 89.074835      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 36212 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846308625 TSecr=20276757 WS=128
   2835 89.075941      172.16.20.51          120.24.48.119         TCP      66     36212 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20276759 TSecr=3846308625
   2836 89.079786      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2837 89.093427      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 36212 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846308643 TSecr=20276759
   2838 89.095381      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2839 89.095384      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
