No.     Time           Source                Destination           Protocol Info
   1681 19.983786      172.17.32.142         42.62.69.169          TCP      50195 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502937220 TSecr=3425062609
   1682 19.983789      172.17.32.142         42.62.69.169          TCP      50195 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502937220 TSecr=3425062609
   1683 19.988740      172.17.32.142         42.62.69.169          TCP      50195 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502937224 TSecr=3425062609
   1684 19.992488      172.17.32.142         42.62.69.169          TCP      50196 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502937227 TSecr=0 SACK_PERM=1
   1685 20.037937      42.62.69.169          172.17.32.142         TCP      https(443) → 50195 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425062665 TSecr=502937224
   1686 20.037946      42.62.69.169          172.17.32.142         TCP      https(443) → 50196 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425062669 TSecr=502937227 WS=512
   1687 20.038102      172.17.32.142         42.62.69.169          TCP      50196 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502937271 TSecr=3425062669
   1688 20.041874      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1689 20.091753      42.62.69.169          172.17.32.142         TCP      https(443) → 50196 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425062719 TSecr=502937274
   1690 20.091762      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1691 20.091764      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1692 20.091863      172.17.32.142         42.62.69.169          TCP      50196 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502937323 TSecr=3425062720
   1693 20.108859      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1694 20.108871      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1695 20.108960      172.17.32.142         42.62.69.169          TCP      50196 → https(443) [ACK] Seq=176 Ack=4913 Win=129056 Len=0 TSval=502937340 TSecr=3425062720
   1696 20.125680      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1697 20.178702      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1698 20.178795      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1699 20.248410      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1700 20.248417      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1701 20.248503      172.17.32.142         42.62.69.169          TCP      50196 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502937476 TSecr=3425062855
   1702 20.248504      172.17.32.142         42.62.69.169          TCP      50196 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502937476 TSecr=3425062855
   1703 20.250804      172.17.32.142         42.62.69.169          TCP      50196 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502937478 TSecr=3425062855
   1704 20.252846      172.17.32.142         42.62.69.169          TCP      50197 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502937480 TSecr=0 SACK_PERM=1
   1705 20.299599      42.62.69.169          172.17.32.142         TCP      https(443) → 50197 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425062928 TSecr=502937480 WS=512
   1706 20.299683      172.17.32.142         42.62.69.169          TCP      50197 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502937526 TSecr=3425062928
   1707 20.301162      42.62.69.169          172.17.32.142         TCP      https(443) → 50196 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425062928 TSecr=502937478
   1708 20.302742      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1709 20.351884      42.62.69.169          172.17.32.142         TCP      https(443) → 50197 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425062978 TSecr=502937528
   1710 20.351892      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1711 20.351894      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1712 20.351949      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1713 20.351952      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1714 20.352013      172.17.32.142         42.62.69.169          TCP      50197 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502937577 TSecr=3425062979
   1715 20.352014      172.17.32.142         42.62.69.169          TCP      50197 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502937577 TSecr=3425062979
   1716 20.352069      172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50197 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502937577 TSecr=3425062979
   1717 20.372477      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1718 20.422631      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1719 20.422828      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1720 20.471963      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1721 20.471982      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1722 20.472131      172.17.32.142         42.62.69.169          TCP      50197 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502937695 TSecr=3425063098
   1723 20.472135      172.17.32.142         42.62.69.169          TCP      50197 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502937695 TSecr=3425063098
   1724 20.477568      172.17.32.142         42.62.69.169          TCP      50197 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502937700 TSecr=3425063098
   1725 20.483812      172.17.32.142         42.62.69.169          TCP      50199 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502937706 TSecr=0 SACK_PERM=1
   1726 20.526429      42.62.69.169          172.17.32.142         TCP      https(443) → 50197 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425063153 TSecr=502937700
   1727 20.526955      42.62.69.169          172.17.32.142         TCP      https(443) → 50199 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425063160 TSecr=502937706 WS=512
   1728 20.526995      172.17.32.142         42.62.69.169          TCP      50199 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502937748 TSecr=3425063160
   1729 20.528533      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1730 20.590988      42.62.69.169          172.17.32.142         TCP      https(443) → 50199 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425063206 TSecr=502937750
   1731 20.591000      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1732 20.591004      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1733 20.591006      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1734 20.591009      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1735 20.591151      172.17.32.142         42.62.69.169          TCP      50199 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502937812 TSecr=3425063207
   1736 20.591152      172.17.32.142         42.62.69.169          TCP      50199 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502937812 TSecr=3425063207
   1737 20.591227      172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50199 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502937812 TSecr=3425063207
   1738 20.609585      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1739 20.659550      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1740 20.659641      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1741 20.709217      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1742 20.709224      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1743 20.709313      172.17.32.142         42.62.69.169          TCP      50199 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502937926 TSecr=3425063336
   1744 20.709313      172.17.32.142         42.62.69.169          TCP      50199 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502937926 TSecr=3425063336
   1745 20.711883      172.17.32.142         42.62.69.169          TCP      50199 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502937928 TSecr=3425063336
   1746 20.713523      172.17.32.142         42.62.69.169          TCP      50200 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502937929 TSecr=0 SACK_PERM=1
   1747 20.762721      42.62.69.169          172.17.32.142         TCP      https(443) → 50200 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425063388 TSecr=502937929 WS=512
   1748 20.762726      42.62.69.169          172.17.32.142         TCP      https(443) → 50199 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425063389 TSecr=502937928
   1749 20.762832      172.17.32.142         42.62.69.169          TCP      50200 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502937978 TSecr=3425063388
   1750 20.765346      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1751 20.814225      42.62.69.169          172.17.32.142         TCP      https(443) → 50200 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425063440 TSecr=502937980
   1752 20.814233      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1753 20.814235      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1754 20.814291      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1755 20.814292      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1756 20.814344      172.17.32.142         42.62.69.169          TCP      50200 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502938027 TSecr=3425063441
   1757 20.814359      172.17.32.142         42.62.69.169          TCP      50200 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502938028 TSecr=3425063441
   1758 20.814455      172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50200 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502938028 TSecr=3425063441
   1759 20.830593      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1760 20.879595      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1761 20.879695      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1762 20.927673      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1763 20.927679      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1764 20.927749      172.17.32.142         42.62.69.169          TCP      50200 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502938139 TSecr=3425063555
   1765 20.927750      172.17.32.142         42.62.69.169          TCP      50200 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502938139 TSecr=3425063555
   1766 20.929340      172.17.32.142         42.62.69.169          TCP      50200 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502938140 TSecr=3425063555
   1767 20.930934      172.17.32.142         42.62.69.169          TCP      50202 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502938141 TSecr=0 SACK_PERM=1
   1768 20.984391      42.62.69.169          172.17.32.142         TCP      https(443) → 50200 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425063604 TSecr=502938140
   1769 20.984404      42.62.69.169          172.17.32.142         TCP      https(443) → 50202 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425063607 TSecr=502938141 WS=512
   1770 20.984712      172.17.32.142         42.62.69.169          TCP      50202 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502938194 TSecr=3425063607
   1771 20.990178      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1772 21.040558      42.62.69.169          172.17.32.142         TCP      https(443) → 50202 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425063666 TSecr=502938198
   1773 21.040578      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1774 21.040583      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1775 21.040704      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1776 21.040709      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1777 21.040793      172.17.32.142         42.62.69.169          TCP      50202 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502938248 TSecr=3425063668
   1778 21.040795      172.17.32.142         42.62.69.169          TCP      50202 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502938248 TSecr=3425063668
   1779 21.041576      172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50202 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502938248 TSecr=3425063668
   1780 21.064272      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1781 21.115205      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1782 21.115281      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1783 21.165948      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1784 21.165955      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1785 21.166037      172.17.32.142         42.62.69.169          TCP      50202 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502938371 TSecr=3425063792
   1786 21.166038      172.17.32.142         42.62.69.169          TCP      50202 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502938371 TSecr=3425063792
   1787 21.168552      172.17.32.142         42.62.69.169          TCP      50202 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502938373 TSecr=3425063792
   1788 21.170774      172.17.32.142         42.62.69.169          TCP      50203 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502938375 TSecr=0 SACK_PERM=1
   1789 21.221387      42.62.69.169          172.17.32.142         TCP      https(443) → 50202 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425063845 TSecr=502938373
   1790 21.221395      42.62.69.169          172.17.32.142         TCP      https(443) → 50203 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425063847 TSecr=502938375 WS=512
   1791 21.221532      172.17.32.142         42.62.69.169          TCP      50203 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502938425 TSecr=3425063847
   1792 21.224274      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1793 21.276766      42.62.69.169          172.17.32.142         TCP      https(443) → 50203 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425063900 TSecr=502938427
   1794 21.276771      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1795 21.276773      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1796 21.276830      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1797 21.276832      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1798 21.276867      172.17.32.142         42.62.69.169          TCP      50203 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502938479 TSecr=3425063902
   1799 21.276869      172.17.32.142         42.62.69.169          TCP      50203 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502938479 TSecr=3425063902
   1800 21.277164      172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50203 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502938479 TSecr=3425063902
   1801 21.301598      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1802 21.351992      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1803 21.352061      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1804 21.402750      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1805 21.402758      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1806 21.402884      172.17.32.142         42.62.69.169          TCP      50203 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502938603 TSecr=3425064028
   1807 21.402886      172.17.32.142         42.62.69.169          TCP      50203 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502938603 TSecr=3425064028
   1808 21.405940      172.17.32.142         42.62.69.169          TCP      50203 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502938606 TSecr=3425064028
   1809 21.425262      172.17.32.142         42.62.69.169          TCP      50204 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502938625 TSecr=0 SACK_PERM=1
   1810 21.458399      42.62.69.169          172.17.32.142         TCP      https(443) → 50203 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425064083 TSecr=502938606
   1811 21.476950      42.62.69.169          172.17.32.142         TCP      https(443) → 50204 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425064103 TSecr=502938625 WS=512
   1812 21.477024      172.17.32.142         42.62.69.169          TCP      50204 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502938676 TSecr=3425064103
   1813 21.479131      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1814 21.535374      42.62.69.169          172.17.32.142         TCP      https(443) → 50204 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425064157 TSecr=502938678
   1815 21.535382      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1816 21.535387      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1817 21.535522      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1818 21.535529      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1819 21.535547      172.17.32.142         42.62.69.169          TCP      50204 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502938733 TSecr=3425064158
   1820 21.535628      172.17.32.142         42.62.69.169          TCP      50204 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502938733 TSecr=3425064158
   1821 21.535636      172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50204 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502938733 TSecr=3425064158
   1822 21.552006      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1823 21.606010      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1824 21.606089      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1825 21.659936      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1826 21.659942      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1827 21.660035      172.17.32.142         42.62.69.169          TCP      50204 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502938855 TSecr=3425064283
   1828 21.660035      172.17.32.142         42.62.69.169          TCP      50204 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502938855 TSecr=3425064284
   1829 21.661927      172.17.32.142         42.62.69.169          TCP      50204 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502938856 TSecr=3425064284
   1830 21.663583      172.17.32.142         42.62.69.169          TCP      50205 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502938857 TSecr=0 SACK_PERM=1
   1831 21.713303      42.62.69.169          172.17.32.142         TCP      https(443) → 50205 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425064340 TSecr=502938857 WS=512
   1832 21.713390      172.17.32.142         42.62.69.169          TCP      50205 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502938906 TSecr=3425064340
   1833 21.713641      42.62.69.169          172.17.32.142         TCP      https(443) → 50204 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425064341 TSecr=502938856
   1834 21.716091      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1835 21.766576      42.62.69.169          172.17.32.142         TCP      https(443) → 50205 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425064392 TSecr=502938908
   1836 21.766580      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1837 21.766582      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1838 21.766639      172.17.32.142         42.62.69.169          TCP      50205 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502938958 TSecr=3425064394
   1839 21.768088      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1840 21.768093      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1841 21.768148      172.17.32.142         42.62.69.169          TCP      50205 → https(443) [ACK] Seq=176 Ack=4913 Win=129056 Len=0 TSval=502938959 TSecr=3425064394
   1842 21.783291      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1843 21.835709      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1844 21.835799      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1845 21.887586      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1846 21.887593      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1847 21.887679      172.17.32.142         42.62.69.169          TCP      50205 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502939076 TSecr=3425064512
   1848 21.887680      172.17.32.142         42.62.69.169          TCP      50205 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502939076 TSecr=3425064512
   1849 21.889918      172.17.32.142         42.62.69.169          TCP      50205 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502939078 TSecr=3425064512
   1850 21.891867      172.17.32.142         42.62.69.169          TCP      50206 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502939079 TSecr=0 SACK_PERM=1
   1851 21.938712      42.62.69.169          172.17.32.142         TCP      https(443) → 50205 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425064566 TSecr=502939078
   1852 21.940553      42.62.69.169          172.17.32.142         TCP      https(443) → 50206 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425064572 TSecr=502939079 WS=512
   1853 21.940615      172.17.32.142         42.62.69.169          TCP      50206 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502939125 TSecr=3425064572
   1854 21.942616      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1855 22.009321      42.62.69.169          172.17.32.142         TCP      https(443) → 50206 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425064620 TSecr=502939127
   1856 22.009336      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1857 22.009338      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1858 22.009505      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1859 22.009508      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1860 22.009604      172.17.32.142         42.62.69.169          TCP      50206 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502939193 TSecr=3425064621
   1861 22.009694      172.17.32.142         42.62.69.169          TCP      50206 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502939193 TSecr=3425064621
   1862 22.010343      172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50206 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502939193 TSecr=3425064621
   1863 22.030020      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1864 22.082555      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1865 22.082634      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1866 22.134978      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1867 22.134990      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1868 22.135097      172.17.32.142         42.62.69.169          TCP      50206 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502939317 TSecr=3425064760
   1869 22.135099      172.17.32.142         42.62.69.169          TCP      50206 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502939317 TSecr=3425064760
   1870 22.137470      172.17.32.142         42.62.69.169          TCP      50206 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502939319 TSecr=3425064760
   1871 22.139079      172.17.32.142         42.62.69.169          TCP      50207 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502939320 TSecr=0 SACK_PERM=1
   1872 22.189495      42.62.69.169          172.17.32.142         TCP      https(443) → 50206 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425064815 TSecr=502939319
   1873 22.189504      42.62.69.169          172.17.32.142         TCP      https(443) → 50207 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425064815 TSecr=502939320 WS=512
   1874 22.189624      172.17.32.142         42.62.69.169          TCP      50207 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502939369 TSecr=3425064815
   1875 22.192360      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1876 22.243546      42.62.69.169          172.17.32.142         TCP      https(443) → 50207 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425064869 TSecr=502939371
   1877 22.244794      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1878 22.244801      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1879 22.244803      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1880 22.244805      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1881 22.244886      172.17.32.142         42.62.69.169          TCP      50207 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502939423 TSecr=3425064870
   1882 22.244887      172.17.32.142         42.62.69.169          TCP      50207 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502939423 TSecr=3425064870
