No.     Time           Source                Destination           Protocol Info
    691 13.653646      172.17.32.142         27.148.145.195        TCP      56107 → https(443) [ACK] Seq=711 Ack=515 Win=261760 Len=0
    692 13.654718      27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    693 13.654767      172.17.32.142         27.148.145.195        TCP      56107 → https(443) [ACK] Seq=711 Ack=616 Win=262016 Len=0
    694 13.655160      27.148.145.195        172.17.32.142         TLSv1.2  Encrypted Alert
    695 13.655213      172.17.32.142         27.148.145.195        TCP      56107 → https(443) [ACK] Seq=711 Ack=647 Win=262112 Len=0
    696 13.656639      27.148.145.195        172.17.32.142         TCP      https(443) → 56107 [FIN, ACK] Seq=647 Ack=711 Win=16768 Len=0
    697 13.656706      172.17.32.142         27.148.145.195        TCP      56107 → https(443) [ACK] Seq=711 Ack=648 Win=262144 Len=0
    698 13.662144      172.17.32.142         27.148.145.195        TLSv1.2  Encrypted Alert
    699 13.662521      172.17.32.142         27.148.145.195        TCP      56107 → https(443) [FIN, ACK] Seq=742 Ack=648 Win=262144 Len=0
    700 13.678525      27.148.145.195        172.17.32.142         TCP      https(443) → 56107 [RST] Seq=648 Win=0 Len=0
    701 13.679470      27.148.145.195        172.17.32.142         TCP      https(443) → 56107 [RST] Seq=648 Win=0 Len=0
    702 13.967258      172.17.32.142         106.122.254.22        TCP      56109 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663699686 TSecr=0 SACK_PERM=1
    703 14.969054      172.17.32.142         106.122.254.22        TCP      [TCP Retransmission] 56109 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663700686 TSecr=0 SACK_PERM=1
    704 15.970271      172.17.32.142         106.122.254.22        TCP      [TCP Retransmission] 56109 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663701686 TSecr=0 SACK_PERM=1
    705 15.985543      106.122.254.22        172.17.32.142         TCP      https(443) → 56109 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM=1 WS=128
    706 15.985625      172.17.32.142         106.122.254.22        TCP      56109 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    707 15.987882      172.17.32.142         106.122.254.22        TLSv1.2  Client Hello
    708 15.996394      106.122.254.22        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    709 15.996481      172.17.32.142         106.122.254.22        TCP      56109 → https(443) [ACK] Seq=518 Ack=138 Win=261984 Len=0
    710 15.997878      172.17.32.142         106.122.254.22        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    711 16.004471      106.122.254.22        172.17.32.142         TCP      https(443) → 56109 [ACK] Seq=1 Ack=518 Win=176768 Len=0
    712 16.004519      172.17.32.142         106.122.254.22        TLSv1.2  Application Data
    713 16.020381      106.122.254.22        172.17.32.142         TCP      https(443) → 56109 [ACK] Seq=138 Ack=711 Win=182528 Len=0
    714 16.050621      106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    715 16.050686      172.17.32.142         106.122.254.22        TCP      56109 → https(443) [ACK] Seq=711 Ack=513 Win=261760 Len=0
    716 16.051025      106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    717 16.051085      172.17.32.142         106.122.254.22        TCP      56109 → https(443) [ACK] Seq=711 Ack=614 Win=262016 Len=0
    718 16.051178      106.122.254.22        172.17.32.142         TLSv1.2  Encrypted Alert
    719 16.051215      172.17.32.142         106.122.254.22        TCP      56109 → https(443) [ACK] Seq=711 Ack=645 Win=262112 Len=0
    720 16.052455      106.122.254.22        172.17.32.142         TCP      https(443) → 56109 [FIN, ACK] Seq=645 Ack=711 Win=182528 Len=0
    721 16.052510      172.17.32.142         106.122.254.22        TCP      56109 → https(443) [ACK] Seq=711 Ack=646 Win=262144 Len=0
    722 16.058913      172.17.32.142         106.122.254.22        TLSv1.2  Encrypted Alert
    723 16.059572      172.17.32.142         106.122.254.22        TCP      56109 → https(443) [FIN, ACK] Seq=742 Ack=646 Win=262144 Len=0
    724 16.074503      106.122.254.22        172.17.32.142         TCP      https(443) → 56109 [RST] Seq=646 Win=0 Len=0
    725 16.084901      106.122.254.22        172.17.32.142         TCP      https(443) → 56109 [RST] Seq=646 Win=0 Len=0
    726 16.362709      172.17.32.142         27.148.145.195        TCP      56110 → https(443) [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663702071 TSecr=0 SACK_PERM=1
    727 16.378268      27.148.145.195        172.17.32.142         TCP      https(443) → 56110 [SYN, ACK, ECN] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128
    728 16.378351      172.17.32.142         27.148.145.195        TCP      56110 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    729 16.380420      172.17.32.142         27.148.145.195        TLSv1.2  Client Hello
    730 16.449364      172.17.32.142         27.148.145.195        TCP      [TCP Retransmission] 56110 → https(443) [PSH, ACK] Seq=1 Ack=1 Win=262144 Len=517
    731 16.457810      27.148.145.195        172.17.32.142         TCP      https(443) → 56110 [ACK] Seq=1 Ack=518 Win=15744 Len=0
    732 16.465672      27.148.145.195        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    733 16.465769      172.17.32.142         27.148.145.195        TCP      56110 → https(443) [ACK] Seq=518 Ack=142 Win=261984 Len=0
    734 16.467203      172.17.32.142         27.148.145.195        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    735 16.714496      172.17.32.142         27.148.145.195        TCP      [TCP Retransmission] 56110 → https(443) [PSH, ACK] Seq=518 Ack=142 Win=262144 Len=193
    736 16.772325      27.148.145.195        172.17.32.142         TCP      [TCP ACKed unseen segment] https(443) → 56110 [ACK] Seq=142 Ack=711 Win=16768 Len=0
    737 16.773081      27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    738 16.773150      172.17.32.142         27.148.145.195        TCP      56110 → https(443) [ACK] Seq=711 Ack=515 Win=261760 Len=0
    739 16.774201      27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    740 16.774266      172.17.32.142         27.148.145.195        TCP      56110 → https(443) [ACK] Seq=711 Ack=616 Win=262016 Len=0
    741 16.775139      27.148.145.195        172.17.32.142         TLSv1.2  Encrypted Alert
    742 16.775192      172.17.32.142         27.148.145.195        TCP      56110 → https(443) [ACK] Seq=711 Ack=647 Win=262112 Len=0
    743 16.778649      27.148.145.195        172.17.32.142         TCP      https(443) → 56110 [FIN, ACK] Seq=647 Ack=711 Win=16768 Len=0
    744 16.778738      172.17.32.142         27.148.145.195        TCP      56110 → https(443) [ACK] Seq=711 Ack=648 Win=262144 Len=0
    745 16.783544      172.17.32.142         27.148.145.195        TLSv1.2  Encrypted Alert
    746 16.783924      172.17.32.142         27.148.145.195        TCP      56110 → https(443) [FIN, ACK] Seq=742 Ack=648 Win=262144 Len=0
    747 16.791783      27.148.145.195        172.17.32.142         TCP      https(443) → 56110 [RST] Seq=648 Win=0 Len=0
    748 16.799443      27.148.145.195        172.17.32.142         TCP      https(443) → 56110 [RST] Seq=648 Win=0 Len=0
    749 17.086581      172.17.32.142         106.122.254.22        TCP      56112 → https(443) [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663702784 TSecr=0 SACK_PERM=1
    750 17.107451      106.122.254.22        172.17.32.142         TCP      https(443) → 56112 [SYN, ACK, ECN] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM=1 WS=128
    751 17.107501      172.17.32.142         106.122.254.22        TCP      56112 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    752 17.109284      172.17.32.142         106.122.254.22        TLSv1.2  Client Hello
    753 17.128406      106.122.254.22        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    754 17.128464      172.17.32.142         106.122.254.22        TCP      56112 → https(443) [ACK] Seq=518 Ack=138 Win=261984 Len=0
    755 17.129194      172.17.32.142         106.122.254.22        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    756 17.131829      106.122.254.22        172.17.32.142         TCP      https(443) → 56112 [ACK] Seq=1 Ack=518 Win=176768 Len=0
    757 17.131871      172.17.32.142         106.122.254.22        TLSv1.2  Application Data
    758 17.208340      172.17.32.142         106.122.254.22        TCP      [TCP Retransmission] 56112 → https(443) [PSH, ACK] Seq=518 Ack=138 Win=262144 Len=193
    759 17.264116      106.122.254.22        172.17.32.142         TCP      https(443) → 56112 [ACK] Seq=138 Ack=711 Win=182528 Len=0
    760 17.264711      106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    761 17.264765      172.17.32.142         106.122.254.22        TCP      56112 → https(443) [ACK] Seq=711 Ack=512 Win=261760 Len=0
    762 17.266413      106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    763 17.266476      172.17.32.142         106.122.254.22        TCP      56112 → https(443) [ACK] Seq=711 Ack=613 Win=262016 Len=0
    764 17.266934      106.122.254.22        172.17.32.142         TLSv1.2  Encrypted Alert
    765 17.266971      172.17.32.142         106.122.254.22        TCP      56112 → https(443) [ACK] Seq=711 Ack=644 Win=262112 Len=0
    766 17.272447      172.17.32.142         106.122.254.22        TLSv1.2  Encrypted Alert
    767 17.272705      172.17.32.142         106.122.254.22        TCP      56112 → https(443) [FIN, ACK] Seq=742 Ack=644 Win=262144 Len=0
    768 17.276027      106.122.254.22        172.17.32.142         TCP      https(443) → 56112 [FIN, ACK] Seq=644 Ack=711 Win=182528 Len=0
    769 17.276079      172.17.32.142         106.122.254.22        TCP      [TCP Out-Of-Order] 56112 → https(443) [FIN, ACK] Seq=742 Ack=645 Win=262144 Len=0
    770 17.285161      106.122.254.22        172.17.32.142         TCP      https(443) → 56112 [RST] Seq=644 Win=0 Len=0
    771 17.286238      106.122.254.22        172.17.32.142         TCP      https(443) → 56112 [RST] Seq=644 Win=0 Len=0
    772 17.288492      106.122.254.22        172.17.32.142         TCP      https(443) → 56112 [RST] Seq=645 Win=0 Len=0
    773 17.577725      172.17.32.142         27.148.145.195        TCP      56113 → https(443) [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663703265 TSecr=0 SACK_PERM=1
    774 17.594421      27.148.145.195        172.17.32.142         TCP      https(443) → 56113 [SYN, ACK, ECN] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128
    775 17.594559      172.17.32.142         27.148.145.195        TCP      56113 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    776 17.597100      172.17.32.142         27.148.145.195        TLSv1.2  Client Hello
    777 17.605789      27.148.145.195        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    778 17.605884      172.17.32.142         27.148.145.195        TCP      56113 → https(443) [ACK] Seq=518 Ack=142 Win=261984 Len=0
    779 17.607604      172.17.32.142         27.148.145.195        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    780 17.613890      27.148.145.195        172.17.32.142         TCP      https(443) → 56113 [ACK] Seq=1 Ack=518 Win=15744 Len=0
    781 17.613957      172.17.32.142         27.148.145.195        TLSv1.2  Application Data
    782 17.631052      27.148.145.195        172.17.32.142         TCP      https(443) → 56113 [ACK] Seq=142 Ack=711 Win=16768 Len=0
    783 17.671375      27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    784 17.671478      172.17.32.142         27.148.145.195        TCP      56113 → https(443) [ACK] Seq=711 Ack=515 Win=261760 Len=0
    785 17.672810      27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    786 17.672887      172.17.32.142         27.148.145.195        TCP      56113 → https(443) [ACK] Seq=711 Ack=616 Win=262016 Len=0
    787 17.672980      27.148.145.195        172.17.32.142         TLSv1.2  Encrypted Alert
    788 17.673024      172.17.32.142         27.148.145.195        TCP      56113 → https(443) [ACK] Seq=711 Ack=647 Win=262112 Len=0
    789 17.676017      27.148.145.195        172.17.32.142         TCP      https(443) → 56113 [FIN, ACK] Seq=647 Ack=711 Win=16768 Len=0
    790 17.676070      172.17.32.142         27.148.145.195        TCP      56113 → https(443) [ACK] Seq=711 Ack=648 Win=262144 Len=0
    791 17.680318      172.17.32.142         27.148.145.195        TLSv1.2  Encrypted Alert
    792 17.680719      172.17.32.142         27.148.145.195        TCP      56113 → https(443) [FIN, ACK] Seq=742 Ack=648 Win=262144 Len=0
    793 17.689831      27.148.145.195        172.17.32.142         TCP      https(443) → 56113 [RST] Seq=648 Win=0 Len=0
    794 17.697496      27.148.145.195        172.17.32.142         TCP      https(443) → 56113 [RST] Seq=648 Win=0 Len=0
    795 17.984675      172.17.32.142         106.122.254.22        TCP      56114 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663703663 TSecr=0 SACK_PERM=1
    796 18.004040      106.122.254.22        172.17.32.142         TCP      https(443) → 56114 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM=1 WS=128
    797 18.004126      172.17.32.142         106.122.254.22        TCP      56114 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    798 18.006359      172.17.32.142         106.122.254.22        TLSv1.2  Client Hello
    799 18.013244      106.122.254.22        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    800 18.013317      172.17.32.142         106.122.254.22        TCP      56114 → https(443) [ACK] Seq=518 Ack=138 Win=261984 Len=0
    801 18.014393      172.17.32.142         106.122.254.22        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    802 18.021170      106.122.254.22        172.17.32.142         TCP      https(443) → 56114 [ACK] Seq=1 Ack=518 Win=176768 Len=0
    803 18.021242      172.17.32.142         106.122.254.22        TLSv1.2  Application Data
    804 18.043545      106.122.254.22        172.17.32.142         TCP      https(443) → 56114 [ACK] Seq=138 Ack=711 Win=182528 Len=0
    805 18.077078      106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    806 18.077186      172.17.32.142         106.122.254.22        TCP      56114 → https(443) [ACK] Seq=711 Ack=512 Win=261760 Len=0
    807 18.079366      106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    808 18.079482      172.17.32.142         106.122.254.22        TCP      56114 → https(443) [ACK] Seq=711 Ack=613 Win=262016 Len=0
    809 18.085362      106.122.254.22        172.17.32.142         TLSv1.2  Encrypted Alert
    810 18.085442      172.17.32.142         106.122.254.22        TCP      56114 → https(443) [ACK] Seq=711 Ack=644 Win=262112 Len=0
    811 18.086038      106.122.254.22        172.17.32.142         TCP      https(443) → 56114 [FIN, ACK] Seq=644 Ack=711 Win=182528 Len=0
    812 18.086100      172.17.32.142         106.122.254.22        TCP      56114 → https(443) [ACK] Seq=711 Ack=645 Win=262144 Len=0
    813 18.087966      172.17.32.142         106.122.254.22        TLSv1.2  Encrypted Alert
    814 18.088466      172.17.32.142         106.122.254.22        TCP      56114 → https(443) [FIN, ACK] Seq=742 Ack=645 Win=262144 Len=0
    815 18.104266      106.122.254.22        172.17.32.142         TCP      https(443) → 56114 [RST] Seq=645 Win=0 Len=0
    816 18.111922      106.122.254.22        172.17.32.142         TCP      https(443) → 56114 [RST] Seq=645 Win=0 Len=0
    817 18.392433      172.17.32.142         27.148.145.195        TCP      56115 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663704060 TSecr=0 SACK_PERM=1
    818 18.411969      27.148.145.195        172.17.32.142         TCP      https(443) → 56115 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128
    819 18.412051      172.17.32.142         27.148.145.195        TCP      56115 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    820 18.414189      172.17.32.142         27.148.145.195        TLSv1.2  Client Hello
    821 18.424347      27.148.145.195        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    822 18.424437      172.17.32.142         27.148.145.195        TCP      56115 → https(443) [ACK] Seq=518 Ack=142 Win=261984 Len=0
    823 18.426254      172.17.32.142         27.148.145.195        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    824 18.432184      27.148.145.195        172.17.32.142         TCP      https(443) → 56115 [ACK] Seq=1 Ack=518 Win=15744 Len=0
    825 18.432264      172.17.32.142         27.148.145.195        TLSv1.2  Application Data
    826 18.447258      27.148.145.195        172.17.32.142         TCP      https(443) → 56115 [ACK] Seq=142 Ack=711 Win=16768 Len=0
    827 18.484648      27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    828 18.484738      172.17.32.142         27.148.145.195        TCP      56115 → https(443) [ACK] Seq=711 Ack=515 Win=261760 Len=0
    829 18.485102      27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    830 18.485172      172.17.32.142         27.148.145.195        TCP      56115 → https(443) [ACK] Seq=711 Ack=616 Win=262016 Len=0
    831 18.485843      27.148.145.195        172.17.32.142         TLSv1.2  Encrypted Alert
    832 18.485908      172.17.32.142         27.148.145.195        TCP      56115 → https(443) [ACK] Seq=711 Ack=647 Win=262112 Len=0
    833 18.487953      27.148.145.195        172.17.32.142         TCP      https(443) → 56115 [FIN, ACK] Seq=647 Ack=711 Win=16768 Len=0
    834 18.488042      172.17.32.142         27.148.145.195        TCP      56115 → https(443) [ACK] Seq=711 Ack=648 Win=262144 Len=0
    835 18.493323      172.17.32.142         27.148.145.195        TLSv1.2  Encrypted Alert
    836 18.493716      172.17.32.142         27.148.145.195        TCP      56115 → https(443) [FIN, ACK] Seq=742 Ack=648 Win=262144 Len=0
    837 18.515867      27.148.145.195        172.17.32.142         TCP      https(443) → 56115 [RST] Seq=648 Win=0 Len=0
    838 18.797962      172.17.32.142         106.122.254.22        TCP      56116 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663704460 TSecr=0 SACK_PERM=1
    839 18.816289      106.122.254.22        172.17.32.142         TCP      https(443) → 56116 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM=1 WS=128
    840 18.816353      172.17.32.142         106.122.254.22        TCP      56116 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    841 18.817757      172.17.32.142         106.122.254.22        TLSv1.2  Client Hello
    842 18.828424      106.122.254.22        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    843 18.828475      172.17.32.142         106.122.254.22        TCP      56116 → https(443) [ACK] Seq=518 Ack=138 Win=261984 Len=0
    844 18.829185      172.17.32.142         106.122.254.22        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    845 18.835496      106.122.254.22        172.17.32.142         TCP      https(443) → 56116 [ACK] Seq=1 Ack=518 Win=176768 Len=0
    846 18.835538      172.17.32.142         106.122.254.22        TLSv1.2  Application Data
    847 18.856063      106.122.254.22        172.17.32.142         TCP      https(443) → 56116 [ACK] Seq=138 Ack=711 Win=182528 Len=0
    848 18.892980      106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    849 18.893078      172.17.32.142         106.122.254.22        TCP      56116 → https(443) [ACK] Seq=711 Ack=512 Win=261760 Len=0
    850 18.893941      106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    851 18.894036      172.17.32.142         106.122.254.22        TCP      56116 → https(443) [ACK] Seq=711 Ack=613 Win=262016 Len=0
    852 18.894115      106.122.254.22        172.17.32.142         TLSv1.2  Encrypted Alert
    853 18.894139      172.17.32.142         106.122.254.22        TCP      56116 → https(443) [ACK] Seq=711 Ack=644 Win=262112 Len=0
    854 18.896519      106.122.254.22        172.17.32.142         TCP      https(443) → 56116 [FIN, ACK] Seq=644 Ack=711 Win=182528 Len=0
    855 18.896582      172.17.32.142         106.122.254.22        TCP      56116 → https(443) [ACK] Seq=711 Ack=645 Win=262144 Len=0
    856 18.902526      172.17.32.142         106.122.254.22        TLSv1.2  Encrypted Alert
    857 18.902956      172.17.32.142         106.122.254.22        TCP      56116 → https(443) [FIN, ACK] Seq=742 Ack=645 Win=262144 Len=0
    858 18.918426      106.122.254.22        172.17.32.142         TCP      https(443) → 56116 [RST] Seq=645 Win=0 Len=0
    859 19.208097      172.17.32.142         27.148.145.195        TCP      56117 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663704863 TSecr=0 SACK_PERM=1
    860 19.224273      27.148.145.195        172.17.32.142         TCP      https(443) → 56117 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128
    861 19.224368      172.17.32.142         27.148.145.195        TCP      56117 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    862 19.227329      172.17.32.142         27.148.145.195        TLSv1.2  Client Hello
    863 19.236694      27.148.145.195        172.17.32.142         TCP      https(443) → 56117 [ACK] Seq=1 Ack=518 Win=15744 Len=0
    864 19.244347      27.148.145.195        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    865 19.244427      172.17.32.142         27.148.145.195        TCP      56117 → https(443) [ACK] Seq=518 Ack=142 Win=261984 Len=0
    866 19.245866      172.17.32.142         27.148.145.195        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    867 19.300550      27.148.145.195        172.17.32.142         TCP      https(443) → 56117 [ACK] Seq=142 Ack=569 Win=15744 Len=0
    868 19.300630      172.17.32.142         27.148.145.195        TLSv1.2  Application Data
    869 19.323945      27.148.145.195        172.17.32.142         TCP      https(443) → 56117 [ACK] Seq=142 Ack=711 Win=16768 Len=0
    870 19.357486      27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    871 19.357577      172.17.32.142         27.148.145.195        TCP      56117 → https(443) [ACK] Seq=711 Ack=515 Win=261760 Len=0
    872 19.357681      27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    873 19.357738      172.17.32.142         27.148.145.195        TCP      56117 → https(443) [ACK] Seq=711 Ack=616 Win=262016 Len=0
    874 19.357893      27.148.145.195        172.17.32.142         TLSv1.2  Encrypted Alert
    875 19.357937      172.17.32.142         27.148.145.195        TCP      56117 → https(443) [ACK] Seq=711 Ack=647 Win=262112 Len=0
    876 19.359566      27.148.145.195        172.17.32.142         TCP      https(443) → 56117 [FIN, ACK] Seq=647 Ack=711 Win=16768 Len=0
    877 19.359629      172.17.32.142         27.148.145.195        TCP      56117 → https(443) [ACK] Seq=711 Ack=648 Win=262144 Len=0
    878 19.365335      172.17.32.142         27.148.145.195        TLSv1.2  Encrypted Alert
    879 19.365843      172.17.32.142         27.148.145.195        TCP      56117 → https(443) [FIN, ACK] Seq=742 Ack=648 Win=262144 Len=0
    880 19.373340      27.148.145.195        172.17.32.142         TCP      https(443) → 56117 [RST] Seq=648 Win=0 Len=0
    881 19.380958      27.148.145.195        172.17.32.142         TCP      https(443) → 56117 [RST] Seq=648 Win=0 Len=0
    882 19.670389      172.17.32.142         106.122.254.22        TCP      56119 → https(443) [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663705315 TSecr=0 SACK_PERM=1
    883 19.686247      106.122.254.22        172.17.32.142         TCP      https(443) → 56119 [SYN, ACK, ECN] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM=1 WS=128
    884 19.686366      172.17.32.142         106.122.254.22        TCP      56119 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    885 19.688882      172.17.32.142         106.122.254.22        TLSv1.2  Client Hello
    886 19.762149      172.17.32.142         106.122.254.22        TCP      [TCP Retransmission] 56119 → https(443) [PSH, ACK] Seq=1 Ack=1 Win=262144 Len=517
    887 19.938360      172.17.32.142         106.122.254.22        TCP      [TCP Retransmission] 56119 → https(443) [PSH, ACK] Seq=1 Ack=1 Win=262144 Len=517
    888 19.960492      106.122.254.22        172.17.32.142         TCP      https(443) → 56119 [ACK] Seq=1 Ack=518 Win=176768 Len=0
    889 19.982924      106.122.254.22        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    890 19.983004      172.17.32.142         106.122.254.22        TCP      56119 → https(443) [ACK] Seq=518 Ack=138 Win=261984 Len=0
    891 19.984464      172.17.32.142         106.122.254.22        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    892 19.998789      106.122.254.22        172.17.32.142         TLSv1.2  [TCP Spurious Retransmission] , Server Hello, Change Cipher Spec, Encrypted Handshake Message
    893 19.998832      172.17.32.142         106.122.254.22        TLSv1.2  Application Data
    894 20.030851      106.122.254.22        172.17.32.142         TCP      https(443) → 56119 [ACK] Seq=138 Ack=711 Win=182528 Len=0
    895 20.078192      106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    896 20.078264      172.17.32.142         106.122.254.22        TCP      56119 → https(443) [ACK] Seq=711 Ack=512 Win=261760 Len=0
    897 20.079740      106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    898 20.079804      172.17.32.142         106.122.254.22        TCP      56119 → https(443) [ACK] Seq=711 Ack=613 Win=262016 Len=0
    899 20.083175      106.122.254.22        172.17.32.142         TLSv1.2  Encrypted Alert
    900 20.083255      172.17.32.142         106.122.254.22        TCP      56119 → https(443) [ACK] Seq=711 Ack=644 Win=262112 Len=0
    901 20.087695      106.122.254.22        172.17.32.142         TCP      https(443) → 56119 [FIN, ACK] Seq=644 Ack=711 Win=182528 Len=0
    902 20.087772      172.17.32.142         106.122.254.22        TCP      56119 → https(443) [ACK] Seq=711 Ack=645 Win=262144 Len=0
    903 20.090347      172.17.32.142         106.122.254.22        TLSv1.2  Encrypted Alert
    904 20.091395      172.17.32.142         106.122.254.22        TCP      56119 → https(443) [FIN, ACK] Seq=742 Ack=645 Win=262144 Len=0
    905 20.106919      106.122.254.22        172.17.32.142         TCP      https(443) → 56119 [RST] Seq=645 Win=0 Len=0
    906 20.109371      106.122.254.22        172.17.32.142         TCP      https(443) → 56119 [RST] Seq=645 Win=0 Len=0
    907 20.396748      172.17.32.142         27.148.145.195        TCP      56120 → https(443) [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663706031 TSecr=0 SACK_PERM=1
    908 20.414639      27.148.145.195        172.17.32.142         TCP      https(443) → 56120 [SYN, ACK, ECN] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128
    909 20.414752      172.17.32.142         27.148.145.195        TCP      56120 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    910 20.417362      172.17.32.142         27.148.145.195        TLSv1.2  Client Hello
    911 20.433329      27.148.145.195        172.17.32.142         TCP      https(443) → 56120 [ACK] Seq=1 Ack=518 Win=15744 Len=0
    912 20.436001      27.148.145.195        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    913 20.436080      172.17.32.142         27.148.145.195        TCP      56120 → https(443) [ACK] Seq=518 Ack=142 Win=261984 Len=0
    914 20.437344      172.17.32.142         27.148.145.195        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    915 20.497258      27.148.145.195        172.17.32.142         TCP      https(443) → 56120 [ACK] Seq=142 Ack=569 Win=15744 Len=0
    916 20.497337      172.17.32.142         27.148.145.195        TLSv1.2  Application Data
    917 20.514617      27.148.145.195        172.17.32.142         TCP      https(443) → 56120 [ACK] Seq=142 Ack=711 Win=16768 Len=0
    918 20.556487      27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    919 20.556551      172.17.32.142         27.148.145.195        TCP      56120 → https(443) [ACK] Seq=711 Ack=515 Win=261760 Len=0
    920 20.558265      27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    921 20.558324      172.17.32.142         27.148.145.195        TCP      56120 → https(443) [ACK] Seq=711 Ack=616 Win=262016 Len=0
    922 20.564552      27.148.145.195        172.17.32.142         TLSv1.2  Encrypted Alert
