No.     Time           Source                Destination           Protocol Length Info
   4533 97.219874      172.16.20.51          120.24.48.119         TCP      66     37665 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20277545 TSecr=3846316481
   4534 97.235101      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 37665 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846316510 TSecr=20277545
   4535 97.239577      172.16.20.51          120.24.48.119         TCP      66     37665 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20277548 TSecr=3846316510
   4536 97.516127      172.16.20.51          120.24.48.119         TCP      74     42319 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20277575 TSecr=0 WS=64
   4537 97.529549      120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 42319 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846316805 TSecr=20277575 WS=128
   4538 97.531673      172.16.20.51          120.24.48.119         TCP      66     42319 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20277577 TSecr=3846316805
   4539 97.549919      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   4540 97.563139      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 42319 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846316839 TSecr=20277579
   4541 97.565159      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   4542 97.565164      120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   4543 97.566604      172.16.20.51          120.24.48.119         TCP      66     42319 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20277580 TSecr=3846316841
   4544 97.566610      172.16.20.51          120.24.48.119         TCP      66     42319 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20277580 TSecr=3846316841
   4545 97.585982      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   4546 97.601033      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   4547 97.601034      120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   4548 97.611721      172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   4549 97.665069      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 42319 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846316941 TSecr=20277584
   4550 97.668035      172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   4551 97.683081      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 42319 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846316958 TSecr=20277590
   4552 97.683094      120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   4553 97.683101      120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   4554 97.691078      172.16.20.51          120.24.48.119         TCP      66     42319 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20277593 TSecr=3846316958
   4555 97.701176      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   4556 97.701182      172.16.20.51          120.24.48.119         TCP      66     42319 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20277594 TSecr=3846316958
   4557 97.716078      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 42319 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846316991 TSecr=20277593
   4558 97.718288      172.16.20.51          120.24.48.119         TCP      66     42319 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20277595 TSecr=3846316991
   4559 97.994970      172.16.20.51          120.24.48.119         TCP      74     35329 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20277623 TSecr=0 WS=64
   4560 98.019166      120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 35329 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846317290 TSecr=20277623 WS=128
   4561 98.027216      172.16.20.51          120.24.48.119         TCP      66     35329 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20277626 TSecr=3846317290
   4562 98.040912      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   4563 98.066092      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 35329 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846317336 TSecr=20277627
   4564 98.068819      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   4565 98.068823      120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   4566 98.078184      172.16.20.51          120.24.48.119         TCP      66     35329 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20277631 TSecr=3846317338
   4567 98.078185      172.16.20.51          120.24.48.119         TCP      66     35329 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20277631 TSecr=3846317338
   4568 98.125718      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   4569 98.151314      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   4570 98.151324      120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   4571 98.153236      172.16.20.51          120.24.48.119         TCP      66     35329 → cvc_hostd(442) [ACK] Seq=349 Ack=1779 Win=93440 Len=0 TSval=20277639 TSecr=3846317421
   4572 98.153298      172.16.20.51          120.24.48.119         TCP      66     35329 → cvc_hostd(442) [ACK] Seq=349 Ack=1848 Win=93440 Len=0 TSval=20277639 TSecr=3846317421
   4573 98.157281      172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   4574 98.223466      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 35329 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846317493 TSecr=20277639
   4575 98.247181      172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   4576 98.273111      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 35329 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846317543 TSecr=20277648
   4577 98.273114      120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   4578 98.274761      120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   4579 98.286447      172.16.20.51          120.24.48.119         TCP      66     35329 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20277652 TSecr=3846317543
   4580 98.293497      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   4581 98.293497      172.16.20.51          120.24.48.119         TCP      66     35329 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20277653 TSecr=3846317543
   4582 98.320441      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 35329 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846317590 TSecr=20277653
   4583 98.329831      172.16.20.51          120.24.48.119         TCP      66     35329 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20277657 TSecr=3846317590
   4584 98.645977      172.16.20.51          120.24.48.119         TCP      74     46352 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20277687 TSecr=0 WS=64
   4585 98.659061      120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 46352 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846317935 TSecr=20277687 WS=128
   4586 98.660465      172.16.20.51          120.24.48.119         TCP      66     46352 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20277690 TSecr=3846317935
   4587 98.678132      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   4588 98.692095      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 46352 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846317967 TSecr=20277691
   4589 98.694580      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   4590 98.694582      120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   4591 98.696391      172.16.20.51          120.24.48.119         TCP      66     46352 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20277693 TSecr=3846317969
   4592 98.696395      172.16.20.51          120.24.48.119         TCP      66     46352 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20277693 TSecr=3846317969
   4593 98.750561      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   4594 98.765483      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   4595 98.765485      120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   4596 98.773339      172.16.20.51          120.24.48.119         TCP      66     46352 → cvc_hostd(442) [ACK] Seq=349 Ack=1779 Win=93440 Len=0 TSval=20277701 TSecr=3846318040
   4597 98.773343      172.16.20.51          120.24.48.119         TCP      66     46352 → cvc_hostd(442) [ACK] Seq=349 Ack=1848 Win=93440 Len=0 TSval=20277701 TSecr=3846318040
   4598 98.781813      172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   4599 98.836165      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 46352 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846318112 TSecr=20277701
   4600 98.847161      172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   4601 98.862280      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 46352 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846318137 TSecr=20277708
   4602 98.862282      120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   4603 98.862284      120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   4604 98.869880      172.16.20.51          120.24.48.119         TCP      66     46352 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20277710 TSecr=3846318137
   4605 98.878809      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   4606 98.878810      172.16.20.51          120.24.48.119         TCP      66     46352 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20277711 TSecr=3846318137
   4607 98.894149      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 46352 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846318169 TSecr=20277711
   4608 98.900716      172.16.20.51          120.24.48.119         TCP      66     46352 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20277714 TSecr=3846318169
   4609 99.181400      172.16.20.51          120.24.48.119         TCP      74     34931 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20277742 TSecr=0 WS=64
   4610 99.200683      120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 34931 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846318472 TSecr=20277742 WS=128
   4611 99.202179      172.16.20.51          120.24.48.119         TCP      66     34931 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20277744 TSecr=3846318472
   4612 99.224242      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   4613 99.244504      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 34931 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846318515 TSecr=20277746
   4614 99.247551      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   4615 99.247554      120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   4616 99.250921      172.16.20.51          120.24.48.119         TCP      66     34931 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20277749 TSecr=3846318516
   4617 99.254769      172.16.20.51          120.24.48.119         TCP      66     34931 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20277749 TSecr=3846318516
   4618 99.272604      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   4619 99.296538      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   4620 99.296540      120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   4621 99.302807      172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   4622 99.363766      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 34931 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846318634 TSecr=20277754
   4623 99.373864      172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   4624 99.395192      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 34931 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846318666 TSecr=20277761
   4625 99.395195      120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   4626 99.395197      120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   4627 99.399873      172.16.20.51          120.24.48.119         TCP      66     34931 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20277763 TSecr=3846318666
   4628 99.405407      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   4629 99.405411      172.16.20.51          120.24.48.119         TCP      66     34931 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20277764 TSecr=3846318666
   4630 99.426120      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 34931 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846318697 TSecr=20277764
   4631 99.459528      172.16.20.51          120.24.48.119         TCP      66     34931 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20277770 TSecr=3846318697
   4632 99.690117      172.16.20.51          120.24.48.119         TCP      74     46353 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20277793 TSecr=0 WS=64
   4633 99.709558      120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 46353 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846318981 TSecr=20277793 WS=128
   4634 99.715638      172.16.20.51          120.24.48.119         TCP      66     46353 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20277795 TSecr=3846318981
   4635 99.719156      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   4636 99.739241      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 46353 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846319009 TSecr=20277795
   4637 99.741285      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   4638 99.741291      120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   4639 99.749502      172.16.20.51          120.24.48.119         TCP      66     46353 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20277798 TSecr=3846319011
   4640 99.749503      172.16.20.51          120.24.48.119         TCP      66     46353 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20277799 TSecr=3846319011
   4641 99.778475      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   4642 99.799139      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   4643 99.799142      120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   4644 99.806426      172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   4645 99.865893      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 46353 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846319137 TSecr=20277804
   4646 99.868162      172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   4647 99.888949      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 46353 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846319159 TSecr=20277810
   4648 99.888952      120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   4649 99.888954      120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   4650 99.892923      172.16.20.51          120.24.48.119         TCP      66     46353 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20277813 TSecr=3846319159
   4651 99.896073      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   4652 99.896074      172.16.20.51          120.24.48.119         TCP      66     46353 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20277813 TSecr=3846319159
   4653 99.918274      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 46353 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846319188 TSecr=20277813
   4654 99.919815      172.16.20.51          120.24.48.119         TCP      66     46353 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20277816 TSecr=3846319188
   4655 100.225504     172.16.20.51          120.24.48.119         TCP      74     guttersnex(35356) → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20277846 TSecr=0 WS=64
   4656 100.249102     120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → guttersnex(35356) [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846319520 TSecr=20277846 WS=128
   4657 100.250929     172.16.20.51          120.24.48.119         TCP      66     guttersnex(35356) → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20277849 TSecr=3846319520
   4658 100.274627     172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   4659 100.299083     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → guttersnex(35356) [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846319570 TSecr=20277850
   4660 100.301358     120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   4661 100.301360     120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   4662 100.303058     172.16.20.51          120.24.48.119         TCP      66     guttersnex(35356) → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20277854 TSecr=3846319571
   4663 100.303075     172.16.20.51          120.24.48.119         TCP      66     guttersnex(35356) → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20277854 TSecr=3846319571
   4664 100.338506     172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   4665 100.363289     120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   4666 100.363292     120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   4667 100.377948     172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   4668 100.443213     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → guttersnex(35356) [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846319714 TSecr=20277861
   4669 100.446017     172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   4670 100.470989     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → guttersnex(35356) [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846319742 TSecr=20277868
   4671 100.470992     120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   4672 100.472235     120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   4673 100.483095     172.16.20.51          120.24.48.119         TCP      66     guttersnex(35356) → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20277872 TSecr=3846319742
   4674 100.486478     172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   4675 100.486485     172.16.20.51          120.24.48.119         TCP      66     guttersnex(35356) → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20277872 TSecr=3846319742
   4676 100.511457     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → guttersnex(35356) [FIN, ACK] Seq=2653 Ack=631 Win=31104 Len=0 TSval=3846319782 TSecr=20277872
   4677 100.511460     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → guttersnex(35356) [ACK] Seq=2654 Ack=632 Win=31104 Len=0 TSval=3846319782 TSecr=20277872
   4678 100.513167     172.16.20.51          120.24.48.119         TCP      66     guttersnex(35356) → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20277875 TSecr=3846319782
   4679 100.764173     172.16.20.51          120.24.48.119         TCP      74     44613 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20277900 TSecr=0 WS=64
   4680 100.778666     120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 44613 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846320054 TSecr=20277900 WS=128
   4681 100.788540     172.16.20.51          120.24.48.119         TCP      66     44613 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20277902 TSecr=3846320054
   4682 100.789630     172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   4683 100.804862     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 44613 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846320080 TSecr=20277903
   4684 100.807494     120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   4685 100.807500     120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   4686 100.809129     172.16.20.51          120.24.48.119         TCP      66     44613 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20277905 TSecr=3846320082
   4687 100.809130     172.16.20.51          120.24.48.119         TCP      66     44613 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20277905 TSecr=3846320082
   4688 100.821424     172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   4689 100.838076     120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   4690 100.838080     120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   4691 100.842800     172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   4692 100.899050     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 44613 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846320174 TSecr=20277908
   4693 100.907625     172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   4694 100.923900     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 44613 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846320198 TSecr=20277914
   4695 100.923904     120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   4696 100.923905     120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   4697 100.944319     172.16.20.51          120.24.48.119         TCP      66     44613 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20277918 TSecr=3846320198
   4698 100.945107     172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   4699 100.945117     172.16.20.51          120.24.48.119         TCP      66     44613 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20277918 TSecr=3846320198
   4700 100.961349     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 44613 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846320236 TSecr=20277918
   4701 100.962575     172.16.20.51          120.24.48.119         TCP      66     44613 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20277920 TSecr=3846320236
   4702 101.150836     172.16.20.51          120.24.48.119         TCP      74     46460 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20277939 TSecr=0 WS=64
   4703 101.165389     120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 46460 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846320441 TSecr=20277939 WS=128
   4704 101.166741     172.16.20.51          120.24.48.119         TCP      66     46460 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20277940 TSecr=3846320441
   4705 101.172002     172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   4706 101.187009     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 46460 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846320462 TSecr=20277941
   4707 101.188897     120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   4708 101.188900     120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   4709 101.199324     172.16.20.51          120.24.48.119         TCP      66     46460 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20277943 TSecr=3846320464
   4710 101.199330     172.16.20.51          120.24.48.119         TCP      66     46460 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20277943 TSecr=3846320464
   4711 101.222481     172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   4712 101.237918     120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   4713 101.237928     120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   4714 101.258835     172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   4715 101.312953     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 46460 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846320589 TSecr=20277949
   4716 101.318643     172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   4717 101.333961     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 46460 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846320609 TSecr=20277955
   4718 101.333964     120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   4719 101.333966     120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   4720 101.347368     172.16.20.51          120.24.48.119         TCP      66     46460 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20277958 TSecr=3846320609
   4721 101.351051     172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
